run_id,workflow_id,started_at,ended_at,duration_ms,status,error_category,error_message,failed_step_id,retry_count,is_manual_replay
run_wf_shopify_orders_20260201T031820Z_0054,wf_shopify_orders,2026-02-01T03:18:20Z,2026-02-01T03:18:23Z,3703,success,,,,0,False
run_wf_support_router_20260201T031835Z_0023,wf_support_router,2026-02-01T03:18:35Z,2026-02-01T03:18:36Z,1299,success,,,,0,False
run_wf_lead_sync_20260201T032302Z_0018,wf_lead_sync,2026-02-01T03:23:02Z,2026-02-01T03:23:04Z,2354,success,,,,0,False
run_wf_support_router_20260201T032344Z_0053,wf_support_router,2026-02-01T03:23:44Z,2026-02-01T03:23:45Z,1401,success,,,,0,False
run_wf_shopify_orders_20260201T032541Z_0186,wf_shopify_orders,2026-02-01T03:25:41Z,2026-02-01T03:25:45Z,4362,success,,,,0,False
run_wf_shopify_orders_20260201T032836Z_0193,wf_shopify_orders,2026-02-01T03:28:36Z,2026-02-01T03:28:39Z,3329,success,,,,0,False
run_wf_shopify_orders_20260201T033048Z_0092,wf_shopify_orders,2026-02-01T03:30:48Z,2026-02-01T03:30:51Z,3184,success,,,,0,False
run_wf_shopify_returns_20260201T033322Z_0017,wf_shopify_returns,2026-02-01T03:33:22Z,2026-02-01T03:33:24Z,2186,success,,,,0,False
run_wf_shopify_orders_20260201T033520Z_0132,wf_shopify_orders,2026-02-01T03:35:20Z,2026-02-01T03:35:23Z,3188,success,,,,0,False
run_wf_shopify_orders_20260201T033750Z_0203,wf_shopify_orders,2026-02-01T03:37:50Z,2026-02-01T03:37:54Z,4164,success,,,,0,False
run_wf_support_router_20260201T033824Z_0068,wf_support_router,2026-02-01T03:38:24Z,2026-02-01T03:38:25Z,1348,success,,,,0,False
run_wf_shopify_orders_20260201T033835Z_0056,wf_shopify_orders,2026-02-01T03:38:35Z,2026-02-01T03:38:37Z,2466,success,,,,0,False
run_wf_shopify_orders_20260201T034055Z_0127,wf_shopify_orders,2026-02-01T03:40:55Z,2026-02-01T03:40:59Z,4144,success,,,,0,False
run_wf_lead_sync_20260201T034232Z_0068,wf_lead_sync,2026-02-01T03:42:32Z,2026-02-01T03:42:34Z,2052,success,,,,0,False
run_wf_shopify_orders_20260201T034409Z_0116,wf_shopify_orders,2026-02-01T03:44:09Z,2026-02-01T03:44:12Z,3628,success,,,,0,False
run_wf_shopify_orders_20260201T034506Z_0122,wf_shopify_orders,2026-02-01T03:45:06Z,2026-02-01T03:45:10Z,4464,success,,,,0,False
run_wf_shopify_returns_20260201T034518Z_0035,wf_shopify_returns,2026-02-01T03:45:18Z,2026-02-01T03:45:19Z,1782,success,,,,0,False
run_wf_lead_sync_20260201T034730Z_0065,wf_lead_sync,2026-02-01T03:47:30Z,2026-02-01T03:47:32Z,2227,success,,,,0,False
run_wf_lead_sync_20260201T035142Z_0003,wf_lead_sync,2026-02-01T03:51:42Z,2026-02-01T03:51:45Z,3102,success,,,,0,False
run_wf_lead_sync_20260201T035216Z_0031,wf_lead_sync,2026-02-01T03:52:16Z,2026-02-01T03:52:18Z,2156,success,,,,0,False
run_wf_support_router_20260201T035250Z_0114,wf_support_router,2026-02-01T03:52:50Z,2026-02-01T03:52:51Z,1229,success,,,,0,False
run_wf_shopify_orders_20260201T035529Z_0131,wf_shopify_orders,2026-02-01T03:55:29Z,2026-02-01T03:55:31Z,2621,success,,,,0,False
run_wf_support_router_20260201T035608Z_0088,wf_support_router,2026-02-01T03:56:08Z,2026-02-01T03:56:09Z,1150,success,,,,0,False
run_wf_support_router_20260201T040341Z_0027,wf_support_router,2026-02-01T04:03:41Z,2026-02-01T04:03:42Z,1113,success,,,,0,False
run_wf_shopify_orders_20260201T040533Z_0072,wf_shopify_orders,2026-02-01T04:05:33Z,2026-02-01T04:05:37Z,4267,success,,,,0,False
run_wf_support_router_20260201T041209Z_0073,wf_support_router,2026-02-01T04:12:09Z,2026-02-01T04:12:10Z,1537,success,,,,0,False
run_wf_lead_sync_20260201T041424Z_0040,wf_lead_sync,2026-02-01T04:14:24Z,2026-02-01T04:14:26Z,2115,success,,,,0,False
run_wf_shopify_orders_20260201T041722Z_0089,wf_shopify_orders,2026-02-01T04:17:22Z,2026-02-01T04:17:25Z,3644,success,,,,0,False
run_wf_shopify_orders_20260201T042127Z_0182,wf_shopify_orders,2026-02-01T04:21:27Z,2026-02-01T04:21:30Z,3541,success,,,,0,False
run_wf_shopify_orders_20260201T042245Z_0201,wf_shopify_orders,2026-02-01T04:22:45Z,2026-02-01T04:22:48Z,3537,success,,,,0,False
run_wf_support_router_20260201T042506Z_0116,wf_support_router,2026-02-01T04:25:06Z,2026-02-01T04:25:06Z,784,success,,,,0,False
run_wf_shopify_orders_20260201T042856Z_0047,wf_shopify_orders,2026-02-01T04:28:56Z,2026-02-01T04:28:59Z,3336,success,,,,0,False
run_wf_shopify_orders_20260201T043246Z_0117,wf_shopify_orders,2026-02-01T04:32:46Z,2026-02-01T04:32:48Z,2563,success,,,,0,False
run_wf_shopify_orders_20260201T043808Z_0043,wf_shopify_orders,2026-02-01T04:38:08Z,2026-02-01T04:38:12Z,4011,success,,,,0,False
run_wf_support_router_20260201T043824Z_0081,wf_support_router,2026-02-01T04:38:24Z,2026-02-01T04:38:25Z,1071,success,,,,0,False
run_wf_lead_sync_20260201T044200Z_0057,wf_lead_sync,2026-02-01T04:42:00Z,2026-02-01T04:42:01Z,1774,success,,,,0,False
run_wf_shopify_orders_20260201T044334Z_0078,wf_shopify_orders,2026-02-01T04:43:34Z,2026-02-01T04:43:37Z,3632,success,,,,0,False
run_wf_shopify_returns_20260201T044530Z_0030,wf_shopify_returns,2026-02-01T04:45:30Z,2026-02-01T04:45:32Z,2396,success,,,,0,False
run_wf_support_router_20260201T044546Z_0078,wf_support_router,2026-02-01T04:45:46Z,2026-02-01T04:45:47Z,1078,success,,,,0,False
run_wf_shopify_orders_20260201T045348Z_0166,wf_shopify_orders,2026-02-01T04:53:48Z,2026-02-01T04:53:50Z,2928,success,,,,0,False
run_wf_lead_sync_20260201T045509Z_0036,wf_lead_sync,2026-02-01T04:55:09Z,2026-02-01T04:55:11Z,2194,failed,BAD_INPUT,Transient bad_input error,s2_transform,0,False
run_wf_lead_sync_20260201T050058Z_0072,wf_lead_sync,2026-02-01T05:00:58Z,2026-02-01T05:01:00Z,2192,success,,,,0,False
run_wf_support_router_20260201T052536Z_0080,wf_support_router,2026-02-01T05:25:36Z,2026-02-01T05:25:36Z,763,success,,,,0,False
run_wf_shopify_returns_20260201T052621Z_0032,wf_shopify_returns,2026-02-01T05:26:21Z,2026-02-01T05:26:23Z,2254,success,,,,0,False
run_wf_lead_sync_20260201T053111Z_0076,wf_lead_sync,2026-02-01T05:31:11Z,2026-02-01T05:31:13Z,2009,success,,,,0,False
run_wf_shopify_orders_20260201T053209Z_0104,wf_shopify_orders,2026-02-01T05:32:09Z,2026-02-01T05:32:10Z,1812,success,,,,0,False
run_wf_shopify_orders_20260201T053229Z_0034,wf_shopify_orders,2026-02-01T05:32:29Z,2026-02-01T05:32:32Z,3340,success,,,,0,False
run_wf_support_router_20260201T053353Z_0024,wf_support_router,2026-02-01T05:33:53Z,2026-02-01T05:33:53Z,903,success,,,,0,False
run_wf_shopify_returns_20260201T053523Z_0025,wf_shopify_returns,2026-02-01T05:35:23Z,2026-02-01T05:35:25Z,2566,success,,,,0,False
run_wf_shopify_orders_20260201T053542Z_0118,wf_shopify_orders,2026-02-01T05:35:42Z,2026-02-01T05:35:47Z,5258,success,,,,0,False
run_wf_lead_sync_20260201T053703Z_0071,wf_lead_sync,2026-02-01T05:37:03Z,2026-02-01T05:37:04Z,1345,success,,,,0,False
run_wf_shopify_orders_20260201T053753Z_0198,wf_shopify_orders,2026-02-01T05:37:53Z,2026-02-01T05:37:55Z,2759,success,,,,0,False
run_wf_shopify_returns_20260201T053801Z_0031,wf_shopify_returns,2026-02-01T05:38:01Z,2026-02-01T05:38:02Z,1739,success,,,,0,False
run_wf_lead_sync_20260201T053845Z_0019,wf_lead_sync,2026-02-01T05:38:45Z,2026-02-01T05:38:47Z,2091,success,,,,0,False
run_wf_support_router_20260201T053934Z_0074,wf_support_router,2026-02-01T05:39:34Z,2026-02-01T05:39:35Z,1154,success,,,,0,False
run_wf_shopify_orders_20260201T054015Z_0061,wf_shopify_orders,2026-02-01T05:40:15Z,2026-02-01T05:40:18Z,3909,success,,,,0,False
run_wf_support_router_20260201T054436Z_0070,wf_support_router,2026-02-01T05:44:36Z,2026-02-01T05:44:36Z,921,success,,,,0,False
run_wf_shopify_returns_20260201T054823Z_0003,wf_shopify_returns,2026-02-01T05:48:23Z,2026-02-01T05:48:26Z,3029,success,,,,0,False
run_wf_shopify_orders_20260201T055026Z_0011,wf_shopify_orders,2026-02-01T05:50:26Z,2026-02-01T05:50:28Z,2992,success,,,,0,False
run_wf_shopify_orders_20260201T055209Z_0183,wf_shopify_orders,2026-02-01T05:52:09Z,2026-02-01T05:52:12Z,3234,success,,,,0,False
run_wf_support_router_20260201T055254Z_0031,wf_support_router,2026-02-01T05:52:54Z,2026-02-01T05:52:55Z,1526,success,,,,0,False
run_wf_lead_sync_20260201T055357Z_0056,wf_lead_sync,2026-02-01T05:53:57Z,2026-02-01T05:53:58Z,1765,success,,,,0,False
run_wf_shopify_orders_20260201T055442Z_0066,wf_shopify_orders,2026-02-01T05:54:42Z,2026-02-01T05:54:45Z,3964,success,,,,0,False
run_wf_shopify_orders_20260201T055642Z_0045,wf_shopify_orders,2026-02-01T05:56:42Z,2026-02-01T05:56:44Z,2331,success,,,,0,False
run_wf_lead_sync_20260201T055858Z_0081,wf_lead_sync,2026-02-01T05:58:58Z,2026-02-01T05:58:59Z,1941,success,,,,0,False
run_wf_support_router_20260201T055939Z_0055,wf_support_router,2026-02-01T05:59:39Z,2026-02-01T05:59:40Z,1352,success,,,,0,False
run_wf_support_router_20260201T060318Z_0054,wf_support_router,2026-02-01T06:03:18Z,2026-02-01T06:03:18Z,971,success,,,,0,False
run_wf_shopify_orders_20260201T060416Z_0102,wf_shopify_orders,2026-02-01T06:04:16Z,2026-02-01T06:04:19Z,3273,success,,,,0,False
run_wf_shopify_orders_20260201T060811Z_0149,wf_shopify_orders,2026-02-01T06:08:11Z,2026-02-01T06:08:15Z,4522,success,,,,0,False
run_wf_support_router_20260201T061041Z_0107,wf_support_router,2026-02-01T06:10:41Z,2026-02-01T06:10:42Z,1432,success,,,,0,False
run_wf_shopify_orders_20260201T061635Z_0196,wf_shopify_orders,2026-02-01T06:16:35Z,2026-02-01T06:16:38Z,3867,success,,,,0,False
run_wf_support_router_20260201T062646Z_0085,wf_support_router,2026-02-01T06:26:46Z,2026-02-01T06:26:46Z,652,success,,,,0,False
run_wf_shopify_orders_20260201T062744Z_0199,wf_shopify_orders,2026-02-01T06:27:44Z,2026-02-01T06:27:46Z,2963,success,,,,0,False
run_wf_lead_sync_20260201T062852Z_0010,wf_lead_sync,2026-02-01T06:28:52Z,2026-02-01T06:28:54Z,2042,success,,,,0,False
run_wf_support_router_20260201T063005Z_0094,wf_support_router,2026-02-01T06:30:05Z,2026-02-01T06:30:05Z,598,success,,,,0,False
run_wf_support_router_20260201T063016Z_0029,wf_support_router,2026-02-01T06:30:16Z,2026-02-01T06:30:17Z,1059,success,,,,0,False
run_wf_shopify_orders_20260201T063449Z_0137,wf_shopify_orders,2026-02-01T06:34:49Z,2026-02-01T06:34:51Z,2756,failed,BAD_INPUT,Transient bad_input error,s3_create_invoice,0,False
run_wf_shopify_orders_20260201T063640Z_0042,wf_shopify_orders,2026-02-01T06:36:40Z,2026-02-01T06:36:44Z,4196,success,,,,0,False
run_wf_shopify_orders_20260201T063644Z_0065,wf_shopify_orders,2026-02-01T06:36:44Z,2026-02-01T06:36:48Z,4951,success,,,,0,False
run_wf_shopify_orders_20260201T063757Z_0085,wf_shopify_orders,2026-02-01T06:37:57Z,2026-02-01T06:37:59Z,2244,failed,TIMEOUT,Transient timeout error,s2_validate,0,False
run_wf_shopify_returns_20260201T064054Z_0040,wf_shopify_returns,2026-02-01T06:40:54Z,2026-02-01T06:40:57Z,3436,success,,,,0,False
run_wf_invoice_sync_20260201T064213Z_0026,wf_invoice_sync,2026-02-01T06:42:13Z,2026-02-01T06:42:14Z,1853,success,,,,0,False
run_wf_shopify_orders_20260201T064540Z_0223,wf_shopify_orders,2026-02-01T06:45:40Z,2026-02-01T06:45:43Z,3307,success,,,,0,False
run_wf_support_router_20260201T064556Z_0061,wf_support_router,2026-02-01T06:45:56Z,2026-02-01T06:45:57Z,1056,success,,,,0,False
run_wf_lead_sync_20260201T064855Z_0030,wf_lead_sync,2026-02-01T06:48:55Z,2026-02-01T06:48:57Z,2039,success,,,,0,False
run_wf_invoice_sync_20260201T065228Z_0015,wf_invoice_sync,2026-02-01T06:52:28Z,2026-02-01T06:52:30Z,2461,success,,,,0,False
run_wf_shopify_orders_20260201T065232Z_0041,wf_shopify_orders,2026-02-01T06:52:32Z,2026-02-01T06:52:34Z,2830,success,,,,0,False
run_wf_support_router_20260201T065450Z_0058,wf_support_router,2026-02-01T06:54:50Z,2026-02-01T06:54:51Z,1017,success,,,,0,False
run_wf_support_router_20260201T065832Z_0050,wf_support_router,2026-02-01T06:58:32Z,2026-02-01T06:58:33Z,1296,success,,,,0,False
run_wf_shopify_orders_20260201T065957Z_0161,wf_shopify_orders,2026-02-01T06:59:57Z,2026-02-01T07:00:00Z,3578,success,,,,0,False
run_wf_support_router_20260201T070445Z_0112,wf_support_router,2026-02-01T07:04:45Z,2026-02-01T07:04:46Z,1153,success,,,,0,False
run_wf_invoice_sync_20260201T071325Z_0000,wf_invoice_sync,2026-02-01T07:13:25Z,2026-02-01T07:13:26Z,1639,success,,,,0,False
run_wf_shopify_returns_20260201T072032Z_0021,wf_shopify_returns,2026-02-01T07:20:32Z,2026-02-01T07:20:35Z,3804,success,,,,0,False
run_wf_shopify_orders_20260201T072144Z_0007,wf_shopify_orders,2026-02-01T07:21:44Z,2026-02-01T07:21:47Z,3195,success,,,,0,False
run_wf_lead_sync_20260201T072840Z_0069,wf_lead_sync,2026-02-01T07:28:40Z,2026-02-01T07:28:41Z,1895,success,,,,0,False
run_wf_lead_sync_20260201T073452Z_0011,wf_lead_sync,2026-02-01T07:34:52Z,2026-02-01T07:34:54Z,2685,success,,,,0,False
run_wf_shopify_returns_20260201T073614Z_0001,wf_shopify_returns,2026-02-01T07:36:14Z,2026-02-01T07:36:17Z,3324,success,,,,0,False
run_wf_lead_sync_20260201T073730Z_0059,wf_lead_sync,2026-02-01T07:37:30Z,2026-02-01T07:37:32Z,2245,success,,,,0,False
run_wf_support_router_20260201T073740Z_0013,wf_support_router,2026-02-01T07:37:40Z,2026-02-01T07:37:41Z,1535,success,,,,0,False
run_wf_shopify_orders_20260201T073757Z_0052,wf_shopify_orders,2026-02-01T07:37:57Z,2026-02-01T07:38:01Z,4090,success,,,,0,False
run_wf_support_router_20260201T073909Z_0105,wf_support_router,2026-02-01T07:39:09Z,2026-02-01T07:39:10Z,1096,success,,,,0,False
run_wf_shopify_returns_20260201T074057Z_0037,wf_shopify_returns,2026-02-01T07:40:57Z,2026-02-01T07:40:59Z,2731,success,,,,0,False
run_wf_support_router_20260201T074240Z_0038,wf_support_router,2026-02-01T07:42:40Z,2026-02-01T07:42:41Z,1563,success,,,,0,False
run_wf_shopify_orders_20260201T074937Z_0010,wf_shopify_orders,2026-02-01T07:49:37Z,2026-02-01T07:49:39Z,2942,success,,,,0,False
run_wf_shopify_orders_20260201T075433Z_0046,wf_shopify_orders,2026-02-01T07:54:33Z,2026-02-01T07:54:36Z,3523,success,,,,0,False
run_wf_shopify_orders_20260201T075821Z_0158,wf_shopify_orders,2026-02-01T07:58:21Z,2026-02-01T07:58:24Z,3514,success,,,,0,False
run_wf_support_router_20260201T080104Z_0042,wf_support_router,2026-02-01T08:01:04Z,2026-02-01T08:01:05Z,1576,success,,,,0,False
run_wf_invoice_sync_20260201T080147Z_0005,wf_invoice_sync,2026-02-01T08:01:47Z,2026-02-01T08:01:48Z,1646,success,,,,0,False
run_wf_shopify_orders_20260201T080629Z_0071,wf_shopify_orders,2026-02-01T08:06:29Z,2026-02-01T08:06:32Z,3079,success,,,,0,False
run_wf_shopify_orders_20260201T081708Z_0145,wf_shopify_orders,2026-02-01T08:17:08Z,2026-02-01T08:17:11Z,3005,success,,,,0,False
run_wf_support_router_20260201T081711Z_0090,wf_support_router,2026-02-01T08:17:11Z,2026-02-01T08:17:12Z,1259,success,,,,0,False
run_wf_shopify_orders_20260201T081741Z_0169,wf_shopify_orders,2026-02-01T08:17:41Z,2026-02-01T08:17:43Z,2662,success,,,,0,False
run_wf_shopify_orders_20260201T082322Z_0101,wf_shopify_orders,2026-02-01T08:23:22Z,2026-02-01T08:23:24Z,2841,success,,,,0,False
run_wf_support_router_20260201T083348Z_0062,wf_support_router,2026-02-01T08:33:48Z,2026-02-01T08:33:48Z,729,success,,,,0,False
run_wf_shopify_returns_20260201T083943Z_0022,wf_shopify_returns,2026-02-01T08:39:43Z,2026-02-01T08:39:45Z,2610,success,,,,0,False
run_wf_support_router_20260201T083955Z_0044,wf_support_router,2026-02-01T08:39:55Z,2026-02-01T08:39:56Z,1150,success,,,,0,False
run_wf_shopify_orders_20260201T084706Z_0123,wf_shopify_orders,2026-02-01T08:47:06Z,2026-02-01T08:47:10Z,4099,success,,,,0,False
run_wf_shopify_orders_20260201T084940Z_0111,wf_shopify_orders,2026-02-01T08:49:40Z,2026-02-01T08:49:44Z,4118,success,,,,0,False
run_wf_lead_sync_20260201T085001Z_0042,wf_lead_sync,2026-02-01T08:50:01Z,2026-02-01T08:50:03Z,2156,success,,,,0,False
run_wf_support_router_20260201T090207Z_0087,wf_support_router,2026-02-01T09:02:07Z,2026-02-01T09:02:07Z,957,success,,,,0,False
run_wf_shopify_orders_20260201T090539Z_0080,wf_shopify_orders,2026-02-01T09:05:39Z,2026-02-01T09:05:42Z,3566,success,,,,0,False
run_wf_support_router_20260201T090542Z_0051,wf_support_router,2026-02-01T09:05:42Z,2026-02-01T09:05:43Z,1443,success,,,,0,False
run_wf_support_router_20260201T090834Z_0076,wf_support_router,2026-02-01T09:08:34Z,2026-02-01T09:08:35Z,1584,success,,,,0,False
run_wf_support_router_20260201T090913Z_0026,wf_support_router,2026-02-01T09:09:13Z,2026-02-01T09:09:14Z,1668,failed,INTERNAL,Transient internal error,s3_route_slack,0,False
run_wf_shopify_orders_20260201T091031Z_0189,wf_shopify_orders,2026-02-01T09:10:31Z,2026-02-01T09:10:35Z,4051,success,,,,0,False
run_wf_lead_sync_20260201T091331Z_0025,wf_lead_sync,2026-02-01T09:13:31Z,2026-02-01T09:13:33Z,2080,success,,,,0,False
run_wf_shopify_orders_20260201T091802Z_0120,wf_shopify_orders,2026-02-01T09:18:02Z,2026-02-01T09:18:06Z,4095,success,,,,0,False
run_wf_shopify_orders_20260201T092551Z_0024,wf_shopify_orders,2026-02-01T09:25:51Z,2026-02-01T09:25:54Z,3460,success,,,,0,False
run_wf_shopify_returns_20260201T092708Z_0024,wf_shopify_returns,2026-02-01T09:27:08Z,2026-02-01T09:27:10Z,2430,success,,,,0,False
run_wf_invoice_sync_20260201T092709Z_0013,wf_invoice_sync,2026-02-01T09:27:09Z,2026-02-01T09:27:10Z,1836,success,,,,0,False
run_wf_shopify_orders_20260201T093114Z_0163,wf_shopify_orders,2026-02-01T09:31:14Z,2026-02-01T09:31:18Z,4040,success,,,,0,False
