run_id,step_id,step_order,app,action,status,duration_ms,error_category,error_message
run_wf_support_router_20260201T093751Z_0007,s3_route_slack,3,Slack,send_message,success,246,,
run_wf_support_router_20260201T093751Z_0007,s4_create_task,4,Asana,create_task,success,165,,
run_wf_support_router_20260201T093751Z_0007,s5_log_sheet,5,Google Sheets,add_row,success,337,,
run_wf_shopify_returns_20260201T105001Z_0013,s1_get_refund,1,Shopify,get_refund,success,325,,
run_wf_shopify_returns_20260201T105001Z_0013,s2_process,2,Code,run_python,success,407,,
run_wf_shopify_returns_20260201T105001Z_0013,s3_update_inventory,3,Shopify,update_product,success,507,,
run_wf_shopify_returns_20260201T105001Z_0013,s4_notify,4,Slack,send_message,success,994,,
run_wf_shopify_orders_20260201T115522Z_0115,s1_get_order,1,Shopify,get_order,success,474,,
run_wf_shopify_orders_20260201T115522Z_0115,s2_validate,2,Code,run_python,success,1071,,
run_wf_shopify_orders_20260201T115522Z_0115,s3_create_invoice,3,QuickBooks,create_invoice,success,305,,
run_wf_shopify_orders_20260201T115522Z_0115,s4_update_inventory,4,Shopify,update_product,success,245,,
run_wf_shopify_orders_20260201T115522Z_0115,s5_notify_warehouse,5,Slack,send_message,failed,311,INTERNAL,Transient internal error
run_wf_shopify_orders_20260201T115522Z_0115,s6_update_crm,6,Salesforce,update_record,skipped,0,,
run_wf_shopify_orders_20260201T115522Z_0115,s7_log,7,Google Sheets,add_row,skipped,0,,
run_wf_shopify_orders_20260201T131114Z_0023,s1_get_order,1,Shopify,get_order,success,1102,,
run_wf_shopify_orders_20260201T131114Z_0023,s2_validate,2,Code,run_python,success,384,,
run_wf_shopify_orders_20260201T131114Z_0023,s3_create_invoice,3,QuickBooks,create_invoice,success,541,,
run_wf_shopify_orders_20260201T131114Z_0023,s4_update_inventory,4,Shopify,update_product,success,137,,
run_wf_shopify_orders_20260201T131114Z_0023,s5_notify_warehouse,5,Slack,send_message,success,185,,
run_wf_shopify_orders_20260201T131114Z_0023,s6_update_crm,6,Salesforce,update_record,success,215,,
run_wf_shopify_orders_20260201T131114Z_0023,s7_log,7,Google Sheets,add_row,success,449,,
run_wf_shopify_orders_20260201T144211Z_0079,s1_get_order,1,Shopify,get_order,success,633,,
run_wf_shopify_orders_20260201T144211Z_0079,s2_validate,2,Code,run_python,success,530,,
run_wf_shopify_orders_20260201T144211Z_0079,s3_create_invoice,3,QuickBooks,create_invoice,success,257,,
run_wf_shopify_orders_20260201T144211Z_0079,s4_update_inventory,4,Shopify,update_product,success,286,,
run_wf_shopify_orders_20260201T144211Z_0079,s5_notify_warehouse,5,Slack,send_message,success,519,,
run_wf_shopify_orders_20260201T144211Z_0079,s6_update_crm,6,Salesforce,update_record,success,240,,
run_wf_shopify_orders_20260201T144211Z_0079,s7_log,7,Google Sheets,add_row,success,670,,
run_wf_lead_sync_20260201T144224Z_0087,s1_get_contact,1,HubSpot,get_contact,success,254,,
run_wf_lead_sync_20260201T144224Z_0087,s2_transform,2,Code,run_python,success,315,,
run_wf_lead_sync_20260201T144224Z_0087,s3_push_to_sf,3,Salesforce,create_lead,success,226,,
run_wf_lead_sync_20260201T144224Z_0087,s4_notify,4,Slack,send_message,success,1221,,
run_wf_shopify_orders_20260201T151113Z_0005,s1_get_order,1,Shopify,get_order,success,338,,
run_wf_shopify_orders_20260201T151113Z_0005,s2_validate,2,Code,run_python,success,482,,
run_wf_shopify_orders_20260201T151113Z_0005,s3_create_invoice,3,QuickBooks,create_invoice,success,347,,
run_wf_shopify_orders_20260201T151113Z_0005,s4_update_inventory,4,Shopify,update_product,failed,475,BAD_INPUT,Transient bad_input error
run_wf_shopify_orders_20260201T151113Z_0005,s5_notify_warehouse,5,Slack,send_message,skipped,0,,
run_wf_shopify_orders_20260201T151113Z_0005,s6_update_crm,6,Salesforce,update_record,skipped,0,,
run_wf_shopify_orders_20260201T151113Z_0005,s7_log,7,Google Sheets,add_row,skipped,0,,
run_wf_shopify_orders_20260201T153307Z_0038,s1_get_order,1,Shopify,get_order,success,900,,
run_wf_shopify_orders_20260201T153307Z_0038,s2_validate,2,Code,run_python,success,470,,
run_wf_shopify_orders_20260201T153307Z_0038,s3_create_invoice,3,QuickBooks,create_invoice,success,365,,
run_wf_shopify_orders_20260201T153307Z_0038,s4_update_inventory,4,Shopify,update_product,success,463,,
run_wf_shopify_orders_20260201T153307Z_0038,s5_notify_warehouse,5,Slack,send_message,success,500,,
run_wf_shopify_orders_20260201T153307Z_0038,s6_update_crm,6,Salesforce,update_record,success,564,,
run_wf_shopify_orders_20260201T153307Z_0038,s7_log,7,Google Sheets,add_row,success,1043,,
run_wf_shopify_orders_20260201T154445Z_0124,s1_get_order,1,Shopify,get_order,success,403,,
run_wf_shopify_orders_20260201T154445Z_0124,s2_validate,2,Code,run_python,success,631,,
run_wf_shopify_orders_20260201T154445Z_0124,s3_create_invoice,3,QuickBooks,create_invoice,success,362,,
run_wf_shopify_orders_20260201T154445Z_0124,s4_update_inventory,4,Shopify,update_product,success,473,,
run_wf_shopify_orders_20260201T154445Z_0124,s5_notify_warehouse,5,Slack,send_message,success,255,,
run_wf_shopify_orders_20260201T154445Z_0124,s6_update_crm,6,Salesforce,update_record,success,81,,
run_wf_shopify_orders_20260201T154445Z_0124,s7_log,7,Google Sheets,add_row,success,415,,
run_wf_invoice_sync_20260201T161209Z_0007,s1_get_invoice,1,Stripe,get_invoice,success,227,,
run_wf_invoice_sync_20260201T161209Z_0007,s2_create_entry,2,QuickBooks,create_invoice,success,452,,
run_wf_invoice_sync_20260201T161209Z_0007,s3_notify,3,Slack,send_message,success,1171,,
run_wf_support_router_20260201T162118Z_0004,s1_receive_ticket,1,Zendesk,get_ticket,success,117,,
run_wf_support_router_20260201T162118Z_0004,s2_classify,2,Code,run_python,success,156,,
run_wf_support_router_20260201T162118Z_0004,s3_route_slack,3,Slack,send_message,failed,153,UNKNOWN,Transient unknown error
run_wf_support_router_20260201T162118Z_0004,s4_create_task,4,Asana,create_task,skipped,0,,
run_wf_support_router_20260201T162118Z_0004,s5_log_sheet,5,Google Sheets,add_row,skipped,0,,
run_wf_shopify_orders_20260201T163813Z_0055,s1_get_order,1,Shopify,get_order,success,682,,
run_wf_shopify_orders_20260201T163813Z_0055,s2_validate,2,Code,run_python,success,404,,
run_wf_shopify_orders_20260201T163813Z_0055,s3_create_invoice,3,QuickBooks,create_invoice,success,417,,
run_wf_shopify_orders_20260201T163813Z_0055,s4_update_inventory,4,Shopify,update_product,failed,533,UNKNOWN,Transient unknown error
run_wf_shopify_orders_20260201T163813Z_0055,s5_notify_warehouse,5,Slack,send_message,skipped,0,,
run_wf_shopify_orders_20260201T163813Z_0055,s6_update_crm,6,Salesforce,update_record,skipped,0,,
run_wf_shopify_orders_20260201T163813Z_0055,s7_log,7,Google Sheets,add_row,skipped,0,,
run_wf_shopify_orders_20260201T174431Z_0121,s1_get_order,1,Shopify,get_order,success,1470,,
run_wf_shopify_orders_20260201T174431Z_0121,s2_validate,2,Code,run_python,success,525,,
run_wf_shopify_orders_20260201T174431Z_0121,s3_create_invoice,3,QuickBooks,create_invoice,success,653,,
run_wf_shopify_orders_20260201T174431Z_0121,s4_update_inventory,4,Shopify,update_product,success,480,,
run_wf_shopify_orders_20260201T174431Z_0121,s5_notify_warehouse,5,Slack,send_message,success,269,,
run_wf_shopify_orders_20260201T174431Z_0121,s6_update_crm,6,Salesforce,update_record,success,141,,
run_wf_shopify_orders_20260201T174431Z_0121,s7_log,7,Google Sheets,add_row,success,472,,
run_wf_lead_sync_20260201T174550Z_0047,s1_get_contact,1,HubSpot,get_contact,success,488,,
run_wf_lead_sync_20260201T174550Z_0047,s2_transform,2,Code,run_python,success,191,,
run_wf_lead_sync_20260201T174550Z_0047,s3_push_to_sf,3,Salesforce,create_lead,success,165,,
run_wf_lead_sync_20260201T174550Z_0047,s4_notify,4,Slack,send_message,success,1202,,
run_wf_shopify_returns_20260201T192108Z_0026,s1_get_refund,1,Shopify,get_refund,success,544,,
run_wf_shopify_returns_20260201T192108Z_0026,s2_process,2,Code,run_python,success,537,,
run_wf_shopify_returns_20260201T192108Z_0026,s3_update_inventory,3,Shopify,update_product,success,344,,
run_wf_shopify_returns_20260201T192108Z_0026,s4_notify,4,Slack,send_message,success,1577,,
run_wf_support_router_20260201T193958Z_0123,s1_receive_ticket,1,Zendesk,get_ticket,success,155,,
run_wf_support_router_20260201T193958Z_0123,s2_classify,2,Code,run_python,success,377,,
run_wf_support_router_20260201T193958Z_0123,s3_route_slack,3,Slack,send_message,success,282,,
run_wf_support_router_20260201T193958Z_0123,s4_create_task,4,Asana,create_task,success,94,,
run_wf_support_router_20260201T193958Z_0123,s5_log_sheet,5,Google Sheets,add_row,success,384,,
run_wf_shopify_orders_20260201T201604Z_0020,s1_get_order,1,Shopify,get_order,success,616,,
run_wf_shopify_orders_20260201T201604Z_0020,s2_validate,2,Code,run_python,success,441,,
run_wf_shopify_orders_20260201T201604Z_0020,s3_create_invoice,3,QuickBooks,create_invoice,success,448,,
run_wf_shopify_orders_20260201T201604Z_0020,s4_update_inventory,4,Shopify,update_product,success,514,,
run_wf_shopify_orders_20260201T201604Z_0020,s5_notify_warehouse,5,Slack,send_message,success,91,,
run_wf_shopify_orders_20260201T201604Z_0020,s6_update_crm,6,Salesforce,update_record,success,283,,
run_wf_shopify_orders_20260201T201604Z_0020,s7_log,7,Google Sheets,add_row,failed,536,BAD_INPUT,Transient bad_input error
run_wf_shopify_orders_20260201T203549Z_0027,s1_get_order,1,Shopify,get_order,success,1280,,
run_wf_shopify_orders_20260201T203549Z_0027,s2_validate,2,Code,run_python,success,362,,
run_wf_shopify_orders_20260201T203549Z_0027,s3_create_invoice,3,QuickBooks,create_invoice,success,194,,
run_wf_shopify_orders_20260201T203549Z_0027,s4_update_inventory,4,Shopify,update_product,success,500,,
run_wf_shopify_orders_20260201T203549Z_0027,s5_notify_warehouse,5,Slack,send_message,success,191,,
run_wf_shopify_orders_20260201T203549Z_0027,s6_update_crm,6,Salesforce,update_record,success,234,,
run_wf_shopify_orders_20260201T203549Z_0027,s7_log,7,Google Sheets,add_row,success,523,,
run_wf_support_router_20260201T211503Z_0064,s1_receive_ticket,1,Zendesk,get_ticket,success,283,,
run_wf_support_router_20260201T211503Z_0064,s2_classify,2,Code,run_python,success,179,,
run_wf_support_router_20260201T211503Z_0064,s3_route_slack,3,Slack,send_message,success,175,,
run_wf_support_router_20260201T211503Z_0064,s4_create_task,4,Asana,create_task,success,144,,
run_wf_support_router_20260201T211503Z_0064,s5_log_sheet,5,Google Sheets,add_row,success,227,,
run_wf_support_router_20260201T220417Z_0096,s1_receive_ticket,1,Zendesk,get_ticket,success,369,,
run_wf_support_router_20260201T220417Z_0096,s2_classify,2,Code,run_python,success,327,,
run_wf_support_router_20260201T220417Z_0096,s3_route_slack,3,Slack,send_message,success,197,,
run_wf_support_router_20260201T220417Z_0096,s4_create_task,4,Asana,create_task,success,50,,
run_wf_support_router_20260201T220417Z_0096,s5_log_sheet,5,Google Sheets,add_row,success,375,,
run_wf_shopify_orders_20260201T225326Z_0087,s1_get_order,1,Shopify,get_order,success,769,,
run_wf_shopify_orders_20260201T225326Z_0087,s2_validate,2,Code,run_python,success,546,,
run_wf_shopify_orders_20260201T225326Z_0087,s3_create_invoice,3,QuickBooks,create_invoice,success,311,,
run_wf_shopify_orders_20260201T225326Z_0087,s4_update_inventory,4,Shopify,update_product,success,703,,
run_wf_shopify_orders_20260201T225326Z_0087,s5_notify_warehouse,5,Slack,send_message,success,585,,
run_wf_shopify_orders_20260201T225326Z_0087,s6_update_crm,6,Salesforce,update_record,success,319,,
run_wf_shopify_orders_20260201T225326Z_0087,s7_log,7,Google Sheets,add_row,success,1085,,
run_wf_support_router_20260201T234837Z_0071,s1_receive_ticket,1,Zendesk,get_ticket,success,370,,
run_wf_support_router_20260201T234837Z_0071,s2_classify,2,Code,run_python,success,360,,
run_wf_support_router_20260201T234837Z_0071,s3_route_slack,3,Slack,send_message,success,96,,
run_wf_support_router_20260201T234837Z_0071,s4_create_task,4,Asana,create_task,success,171,,
run_wf_support_router_20260201T234837Z_0071,s5_log_sheet,5,Google Sheets,add_row,success,316,,
run_wf_lead_sync_20260202T001123Z_0007,s1_get_contact,1,HubSpot,get_contact,success,144,,
run_wf_lead_sync_20260202T001123Z_0007,s2_transform,2,Code,run_python,success,107,,
run_wf_lead_sync_20260202T001123Z_0007,s3_push_to_sf,3,Salesforce,create_lead,success,201,,
run_wf_lead_sync_20260202T001123Z_0007,s4_notify,4,Slack,send_message,success,455,,
run_wf_support_router_20260202T010314Z_0104,s1_receive_ticket,1,Zendesk,get_ticket,success,270,,
run_wf_support_router_20260202T010314Z_0104,s2_classify,2,Code,run_python,success,132,,
run_wf_support_router_20260202T010314Z_0104,s3_route_slack,3,Slack,send_message,success,135,,
run_wf_support_router_20260202T010314Z_0104,s4_create_task,4,Asana,create_task,success,155,,
run_wf_support_router_20260202T010314Z_0104,s5_log_sheet,5,Google Sheets,add_row,success,402,,
run_wf_shopify_orders_20260202T022819Z_0159,s1_get_order,1,Shopify,get_order,success,803,,
run_wf_shopify_orders_20260202T022819Z_0159,s2_validate,2,Code,run_python,success,699,,
run_wf_shopify_orders_20260202T022819Z_0159,s3_create_invoice,3,QuickBooks,create_invoice,success,771,,
run_wf_shopify_orders_20260202T022819Z_0159,s4_update_inventory,4,Shopify,update_product,success,585,,
run_wf_shopify_orders_20260202T022819Z_0159,s5_notify_warehouse,5,Slack,send_message,success,324,,
run_wf_shopify_orders_20260202T022819Z_0159,s6_update_crm,6,Salesforce,update_record,success,157,,
run_wf_shopify_orders_20260202T022819Z_0159,s7_log,7,Google Sheets,add_row,success,543,,
run_wf_shopify_orders_20260202T024129Z_0033,s1_get_order,1,Shopify,get_order,success,1221,,
run_wf_shopify_orders_20260202T024129Z_0033,s2_validate,2,Code,run_python,success,467,,
run_wf_shopify_orders_20260202T024129Z_0033,s3_create_invoice,3,QuickBooks,create_invoice,success,505,,
run_wf_shopify_orders_20260202T024129Z_0033,s4_update_inventory,4,Shopify,update_product,success,649,,
run_wf_shopify_orders_20260202T024129Z_0033,s5_notify_warehouse,5,Slack,send_message,failed,249,UNKNOWN,Transient unknown error
run_wf_shopify_orders_20260202T024129Z_0033,s6_update_crm,6,Salesforce,update_record,skipped,0,,
run_wf_shopify_orders_20260202T024129Z_0033,s7_log,7,Google Sheets,add_row,skipped,0,,
run_wf_support_router_20260202T034406Z_0047,s1_receive_ticket,1,Zendesk,get_ticket,success,175,,
run_wf_support_router_20260202T034406Z_0047,s2_classify,2,Code,run_python,success,198,,
run_wf_support_router_20260202T034406Z_0047,s3_route_slack,3,Slack,send_message,success,323,,
run_wf_support_router_20260202T034406Z_0047,s4_create_task,4,Asana,create_task,success,265,,
run_wf_support_router_20260202T034406Z_0047,s5_log_sheet,5,Google Sheets,add_row,success,457,,
run_wf_shopify_orders_20260202T083736Z_0090,s1_get_order,1,Shopify,get_order,success,664,,
run_wf_shopify_orders_20260202T083736Z_0090,s2_validate,2,Code,run_python,success,493,,
run_wf_shopify_orders_20260202T083736Z_0090,s3_create_invoice,3,QuickBooks,create_invoice,success,337,,
run_wf_shopify_orders_20260202T083736Z_0090,s4_update_inventory,4,Shopify,update_product,success,588,,
run_wf_shopify_orders_20260202T083736Z_0090,s5_notify_warehouse,5,Slack,send_message,success,612,,
run_wf_shopify_orders_20260202T083736Z_0090,s6_update_crm,6,Salesforce,update_record,success,356,,
run_wf_shopify_orders_20260202T083736Z_0090,s7_log,7,Google Sheets,add_row,failed,702,INTERNAL,Transient internal error
run_wf_support_router_20260202T084245Z_0081,s1_receive_ticket,1,Zendesk,get_ticket,failed,392,TIMEOUT,Transient timeout error
run_wf_support_router_20260202T084245Z_0081,s2_classify,2,Code,run_python,skipped,0,,
run_wf_support_router_20260202T084245Z_0081,s3_route_slack,3,Slack,send_message,skipped,0,,
run_wf_support_router_20260202T084245Z_0081,s4_create_task,4,Asana,create_task,skipped,0,,
run_wf_support_router_20260202T084245Z_0081,s5_log_sheet,5,Google Sheets,add_row,skipped,0,,
run_wf_shopify_orders_20260202T090409Z_0136,s1_get_order,1,Shopify,get_order,success,320,,
run_wf_shopify_orders_20260202T090409Z_0136,s2_validate,2,Code,run_python,success,753,,
run_wf_shopify_orders_20260202T090409Z_0136,s3_create_invoice,3,QuickBooks,create_invoice,success,171,,
run_wf_shopify_orders_20260202T090409Z_0136,s4_update_inventory,4,Shopify,update_product,failed,211,BAD_INPUT,Transient bad_input error
run_wf_shopify_orders_20260202T090409Z_0136,s5_notify_warehouse,5,Slack,send_message,skipped,0,,
run_wf_shopify_orders_20260202T090409Z_0136,s6_update_crm,6,Salesforce,update_record,skipped,0,,
run_wf_shopify_orders_20260202T090409Z_0136,s7_log,7,Google Sheets,add_row,skipped,0,,
run_wf_shopify_orders_20260202T092153Z_0039,s1_get_order,1,Shopify,get_order,success,1635,,
run_wf_shopify_orders_20260202T092153Z_0039,s2_validate,2,Code,run_python,success,1009,,
run_wf_shopify_orders_20260202T092153Z_0039,s3_create_invoice,3,QuickBooks,create_invoice,success,492,,
run_wf_shopify_orders_20260202T092153Z_0039,s4_update_inventory,4,Shopify,update_product,success,533,,
run_wf_shopify_orders_20260202T092153Z_0039,s5_notify_warehouse,5,Slack,send_message,success,265,,
run_wf_shopify_orders_20260202T092153Z_0039,s6_update_crm,6,Salesforce,update_record,success,189,,
run_wf_shopify_orders_20260202T092153Z_0039,s7_log,7,Google Sheets,add_row,success,481,,
run_wf_support_router_20260202T104456Z_0114,s1_receive_ticket,1,Zendesk,get_ticket,success,265,,
run_wf_support_router_20260202T104456Z_0114,s2_classify,2,Code,run_python,success,243,,
run_wf_support_router_20260202T104456Z_0114,s3_route_slack,3,Slack,send_message,failed,124,UNKNOWN,Transient unknown error
run_wf_support_router_20260202T104456Z_0114,s4_create_task,4,Asana,create_task,skipped,0,,
run_wf_support_router_20260202T104456Z_0114,s5_log_sheet,5,Google Sheets,add_row,skipped,0,,
run_wf_lead_sync_20260202T110228Z_0024,s1_get_contact,1,HubSpot,get_contact,success,721,,
run_wf_lead_sync_20260202T110228Z_0024,s2_transform,2,Code,run_python,success,167,,
run_wf_lead_sync_20260202T110228Z_0024,s3_push_to_sf,3,Salesforce,create_lead,success,272,,
run_wf_lead_sync_20260202T110228Z_0024,s4_notify,4,Slack,send_message,success,897,,
run_wf_shopify_orders_20260202T111659Z_0185,s1_get_order,1,Shopify,get_order,success,989,,
run_wf_shopify_orders_20260202T111659Z_0185,s2_validate,2,Code,run_python,failed,724,INTERNAL,Transient internal error
run_wf_shopify_orders_20260202T111659Z_0185,s3_create_invoice,3,QuickBooks,create_invoice,skipped,0,,
run_wf_shopify_orders_20260202T111659Z_0185,s4_update_inventory,4,Shopify,update_product,skipped,0,,
run_wf_shopify_orders_20260202T111659Z_0185,s5_notify_warehouse,5,Slack,send_message,skipped,0,,
run_wf_shopify_orders_20260202T111659Z_0185,s6_update_crm,6,Salesforce,update_record,skipped,0,,
run_wf_shopify_orders_20260202T111659Z_0185,s7_log,7,Google Sheets,add_row,skipped,0,,
run_wf_support_router_20260202T124825Z_0003,s1_receive_ticket,1,Zendesk,get_ticket,success,318,,
run_wf_support_router_20260202T124825Z_0003,s2_classify,2,Code,run_python,success,186,,
run_wf_support_router_20260202T124825Z_0003,s3_route_slack,3,Slack,send_message,success,186,,
run_wf_support_router_20260202T124825Z_0003,s4_create_task,4,Asana,create_task,success,55,,
run_wf_support_router_20260202T124825Z_0003,s5_log_sheet,5,Google Sheets,add_row,success,383,,
run_wf_shopify_orders_20260202T135246Z_0031,s1_get_order,1,Shopify,get_order,success,1001,,
run_wf_shopify_orders_20260202T135246Z_0031,s2_validate,2,Code,run_python,success,750,,
run_wf_shopify_orders_20260202T135246Z_0031,s3_create_invoice,3,QuickBooks,create_invoice,success,632,,
run_wf_shopify_orders_20260202T135246Z_0031,s4_update_inventory,4,Shopify,update_product,success,214,,
run_wf_shopify_orders_20260202T135246Z_0031,s5_notify_warehouse,5,Slack,send_message,success,404,,
run_wf_shopify_orders_20260202T135246Z_0031,s6_update_crm,6,Salesforce,update_record,success,217,,
run_wf_shopify_orders_20260202T135246Z_0031,s7_log,7,Google Sheets,add_row,failed,565,UNKNOWN,Transient unknown error
run_wf_shopify_orders_20260202T142354Z_0010,s1_get_order,1,Shopify,get_order,success,582,,
run_wf_shopify_orders_20260202T142354Z_0010,s2_validate,2,Code,run_python,success,1403,,
run_wf_shopify_orders_20260202T142354Z_0010,s3_create_invoice,3,QuickBooks,create_invoice,success,1036,,
run_wf_shopify_orders_20260202T142354Z_0010,s4_update_inventory,4,Shopify,update_product,success,502,,
run_wf_shopify_orders_20260202T142354Z_0010,s5_notify_warehouse,5,Slack,send_message,success,247,,
run_wf_shopify_orders_20260202T142354Z_0010,s6_update_crm,6,Salesforce,update_record,success,241,,
run_wf_shopify_orders_20260202T142354Z_0010,s7_log,7,Google Sheets,add_row,success,643,,
run_wf_support_router_20260202T145203Z_0072,s1_receive_ticket,1,Zendesk,get_ticket,success,322,,
run_wf_support_router_20260202T145203Z_0072,s2_classify,2,Code,run_python,success,385,,
run_wf_support_router_20260202T145203Z_0072,s3_route_slack,3,Slack,send_message,success,96,,
run_wf_support_router_20260202T145203Z_0072,s4_create_task,4,Asana,create_task,success,162,,
run_wf_support_router_20260202T145203Z_0072,s5_log_sheet,5,Google Sheets,add_row,success,407,,
